File,Page,Text,Notes,Images
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,24,"24
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
This project focused on the bidirectional exchange of clinical data to 
and from Health Care Service Corporation (HCSC) partner provider 
organizations (health information exchanges, hospitals, provider 
networks). Amida provided technical analysis and program 
management services. Types of data exchanged included:
•
Medical Record Request/Responses
ASC X12 277/275
•
Laboratory Results (outbound)
HL7 2.5.1
•
Admission, Discharge, and Transfer
HL7 2.5.1
•
Laboratory Results (inbound)
HL7 2.5.1
•
Membership, Provider, and Claims
ASC X12 837, 274, 834
•
Health Summaries
HL7 CCDA
Clinical Data Exchange
Data Management Solutions >
Commercial, 2016–2017
Partner organizations can exchange data with HCSC to provide 
better continuity of care and improve predictive analytics.
",,"['amida sled overview -feb 24 2025 p24 1.png', 'amida sled overview -feb 24 2025 p24 2.png', 'amida sled overview -feb 24 2025 p24 3.jpeg']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,25,"25
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Compliance with congressionally-mandated reports requires the 
aggregation, transformation, and re-formatting of millions of 
claims and membership records. Errors in submissions can be 
costly, requiring additional man-hours to investigate the cause, 
correct the issue, and re-compile the submission packages.
Amida designed a data integrity overlay to facilitate compliance 
with mandated CMS reporting requirements. The overlay ensures 
consistency with CMS data requirements as far upstream in the 
data pipeline as possible, which enables identification of errors 
earlier in the submission process and improves the accuracy of the 
submitted data.
CMS Data Integrity Overlay
Data Management Solutions >
Commercial, 2016
Amida consumes data from multiple sources 
and formats it for submission to CMS.
",,"['amida sled overview -feb 24 2025 p25 1.png', 'amida sled overview -feb 24 2025 p25 2.png', 'amida sled overview -feb 24 2025 p25 3.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,26,"26
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
SearchBlox integration architecture 
for the Virginia Tax system.
Problem
The Virginia Department of Taxation’s (Virginia Tax’s) search system failed to consistently 
provide accurate and relevant results to users seeking information on tax regulations. The 
absence of a dynamic search capability made it difficult for users to locate specific content 
quickly. As a result, they had to perform time-consuming manual searches across various 
sections of the Virginia Tax Laws, Rules, and Decisions (LRD), which further hindered the timely 
retrieval of vital information.
Our Approach
Amida implemented the SearchBlox Enterprise Search solution to enhance search 
functionalities for the Virginia Tax system. We configured and optimized SearchBlox to enable 
a more intuitive search experience, allowing users to easily access relevant tax-related content. 
We tailored the integration to align seamlessly with Virginia Tax’s existing infrastructure, 
ensuring minimal disruption.
Impact
Implementation of the SearchBlox solution significantly improved the Virginia Tax system in the 
following ways:
•
Improved search accuracy – Users now have access to a dynamic search platform that 
delivers precise results for tax laws, rules, and decisions
•
Streamlined information access – The new solution offers advanced filtering options that 
allow users to refine search results by year, topic, and type, which reduces the time it takes 
to find specific information
•
Enhanced user experience – Features such as SmartSuggest help users to quickly locate 
frequently accessed content, which improves navigation and overall efficiency
SearchBlox Enterprise Search Solution 
State, 2024
Data Management Solutions >
",,"['amida sled overview -feb 24 2025 p26 1.png', 'amida sled overview -feb 24 2025 p26 2.png', 'amida sled overview -feb 24 2025 p26 3.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,27,"27
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Amida deployed an API management solution to support 
University of Pittsburgh Medical Center’s (UPMC’s) 
Healthcare Operating System (hcOS) platform.
•
Enabled UPMC to publish APIs, enforce their usage 
policies, control access, collect and analyze operation 
statistics, and report on performance
•
Included a developer portal with interactive 
documentation, allowing developers to query and retrieve 
data from UPMC systems
API Management
Commercial, 2018
Through the hcOS portal, developers were able to use 
interactive API documentation to integrate their 
applications with UPMC’s patient data repository.
Data Management Solutions >
",,"['amida sled overview -feb 24 2025 p27 1.png', 'amida sled overview -feb 24 2025 p27 2.png', 'amida sled overview -feb 24 2025 p27 3.jpeg', 'amida sled overview -feb 24 2025 p27 4.png', 'amida sled overview -feb 24 2025 p27 5.png', 'amida sled overview -feb 24 2025 p27 6.png', 'amida sled overview -feb 24 2025 p27 7.png', 'amida sled overview -feb 24 2025 p27 8.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,28,"Amida Data 
Products
",,['amida sled overview -feb 24 2025 p28 1.jpeg']
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,29,"29
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
High-level features and capabilities of Amida's EIP include the bi-directional 
transfer of data in a variety of formats between partners and the exchange, a 
central orchestrator that converts data and guarantees payload delivery to 
designated destinations, and a web portal for configuration and analytical 
reports. Messages may be exchanged as data streams, files, or API calls.
Insert 
Graphic Here 
and Remove 
Box
Problem
The shift to cloud computing has introduced complex challenges in data 
management as organizations face decentralized control over their data. 
Different teams and departments often employ disparate approaches to 
data integration, security, and governance, even when they rely on shared 
data sources or endpoints. This inconsistency is compounded by the 
coexistence of outdated file formats and a variety of data exchange 
protocols (e.g., real-time, near-real-time, asynchronous, batch), leading to 
operational inefficiencies and data misalignment.
Our Approach
Amida’s Enterprise Integration Platform is a low-code solution designed to 
streamline data exchange, both within organizations and with their external 
partners. By providing scalable, modular data pipelines with built-in audit 
trails and monitoring, the EIP reduces operational costs and accelerates 
deployment timelines. 
Impact
The EIP offers a centralized, elastic, and secure framework for data receipt, 
transmission, and transformation across organizational boundaries. This 
centralization reduces or eliminates redundancy, simplifies data processing, 
and standardizes cleansing and conversion. Its cloud-based design enables 
scalability for each applicable component of the solution architecture. 
Robust EIP security measures ensure the integrity of all transactions and 
provide authentication, authorization, and delivery guarantees, as well as 
transaction-level auditability for compliance and administration.
Enterprise Integration Platform (EIP)
Internal, 2024
Amida Data Products >
",,"['amida sled overview -feb 24 2025 p29 1.png', 'amida sled overview -feb 24 2025 p29 2.png', 'amida sled overview -feb 24 2025 p29 3.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,30,"30
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Problem
The Encounter Processing System (EPS) validates encounters between 
Managed Care Organizations (MCOs) and State Medicaid Agencies 
(SMAs). Current solutions often use mainframes, which limit scalability, 
flexibility, and cost-effectiveness. These constraints hinder efficient and 
accurate encounter processing and frequently result in poor data quality.
Our Approach
To address the challenges of poor data quality and inefficient validation 
processes, Amida’s EPS will provide SMAs with a modular, cost-effective 
solution based on a Business Rules Engine (BRE). The EPS will ensure 
that the encounter data validation process begins with an assessment of 
the Electronic Data Interchange’s (EDI’s) compliance with the business 
rules of a particular SMA.
Impact
Amida's EPS will support high-volume encounter processing for SMAs, 
handling more than a million transactions per day to significantly 
enhance operational efficiency. The system will incorporate 
approximately 250 customizable business rules and store about 95 
percent of incoming EDI data in a relational database to ensure data 
integrity and compliance.
This solution is expected to improve the accuracy, timeliness, and 
efficiency of encounter-data processing and MCO provider-rate setting 
by 90 percent. In turn, these enhancements will lead to better patient 
outcomes, reduce processing costs by 80 percent, and elevate the 
overall quality of care for Medicaid agencies and their beneficiaries.
Encounter Processing System
This diagram provides a high-level overview of Amida’s EPS 
architecture, showcasing key components of the system and 
its interconnected workflows.
Amida Data Products >
",,"['amida sled overview -feb 24 2025 p30 1.png', 'amida sled overview -feb 24 2025 p30 2.png', 'amida sled overview -feb 24 2025 p30 3.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,31,"31
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Problem
Prior authorization (PA) is a widely used healthcare cost management 
process among payer organizations. However, current PA methods are 
often time-consuming and burdensome, leading to significant treatment 
delays, increased healthcare costs, and suboptimal patient outcomes. To 
address these challenges and improve access to healthcare data, the Centers
for Medicare & Medicaid Services (CMS) introduced the Interoperability and 
PA Final Rule (CMS-0057-F).1
Approach
Amida’s Prior Authorization Support solution is based on the Da Vinci 
Implementation Guides (IGs) for PA. Our application automates the 
authorization process by leveraging FHIR resources to pre-populate 
customized questionnaires with patient-specific data, enabling near-real-
time information exchange between payers and providers.
Impact
•
Save time in filling out required forms and eliminate 100 percent of 
user-induced errors in key data fields 
•
Reduce PA response times to under seventy-two hours for urgent cases 
and seven calendar days for standard cases
•
Enable close to real-time tracking of PA metrics and response status, 
minimizing reliance on phone calls
•
Ensure HL7-FHIR standards of interoperability
•
Through increased automation, flexibility, and transparency our solution 
reduces the burden on all healthcare entities involved in the PA process
Prior Authorization Support (PAS)
Internal, 2024–Present
Amida Data Products >
Amida utilizes the Da Vinci Implementation Guides (CRD, DTR, and 
PAS, as defined in the above image) to build services that meet the 
expectations laid out under the CMS-0057-F rule. 
1 CMS-0057-F The Daily Journal of the United States Government, National Archives
",,"['amida sled overview -feb 24 2025 p31 1.png', 'amida sled overview -feb 24 2025 p31 2.png', 'amida sled overview -feb 24 2025 p31 3.jpeg']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,32,"32
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
A representation of Saraswati’s infrastructure and use.
Saraswati
Ingestion
Data
Static 
calculation
Dynamic 
calculation
Predictive 
analytics
Insights
Dashboard
Decisions
Clinical 
Services
Enterprise Data 
Warehouse (EDW) / 
Clinical Data 
Warehouse (CDW)
Client
Saraswati
Problem
Many healthcare payers and providers cannot leverage their data to 
proactively improve quality of care. 
Our Approach
Saraswati enables dynamic HEDIS score calculation based on near-real-
time healthcare data. Rather than wait for static calculations that are 
typically evaluated quarterly or annually, payers and providers can use 
these streaming insights to consistently assess and improve quality of 
care. Saraswati:
•
Links to existing infrastructure pipelines to ingest healthcare data 
from a range of mechanisms (e.g., REST, Amazon S3, and Smart on 
FHIR) in a variety of formats (FHIR, CCD, HL7, and X12)
•
Calculates electronic Clinical Quality Measure (eCQM) scores based 
on a static data set using National Committee for Quality Assurance 
(NCQA)-certified measurements, and then dynamically recalculates 
HEDIS scores based on streaming data
•
Uses time-series ML algorithms (via Python and PySpark) to predict 
trends in scores, which it displays in a dashboard that enables 
providers to intervene early on potential issues
Impact
Near-real-time HEDIS score calculations enable payers and providers to 
proactively identify services that need attention and quickly intervene to 
improve patient outcomes. 
Amida Data Products >
",,"['amida sled overview -feb 24 2025 p32 1.png', 'amida sled overview -feb 24 2025 p32 2.png', 'amida sled overview -feb 24 2025 p32 3.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,33,"33
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
PICASSO (Our Advanced SDLC Methodology)
This PICASSO SDLC Canvas identifies the appropriate 
technique to use based on the project and its stage.
Internal, 2024–Present
The PICASSO software development lifecycle (SDLC) framework 
focuses on artifacts such as deliverables, work products, and 
operational components. Designed for adaptability, it supports 
configuration and scalability to meet each project's unique needs 
through the use of a Canvas.
Completed PICASSO Documentation (as of February 5, 2025) 
•
Code Security Standards
•
Jira Structure and Workflow (per discipline)
•
Interface Control Document
•
Code Commit and Pull Request Best Practices
•
Configuration Management Plan
•
Development Process
•
Jira Tickets Format and Structure for PMO
•
Severity Levels
•
Testing Reporting Metrics
PICASSO Forms the Backbone of Processes for Quality Assurance
•
Released a template and checklist in alignment with ISO-9001 
certification and corporate update of templates
•
Implemented tracking metrics for the testing team
Amida Data Products >
",,"['amida sled overview -feb 24 2025 p33 1.png', 'amida sled overview -feb 24 2025 p33 2.png', 'amida sled overview -feb 24 2025 p33 3.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,34,"34
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Amida’s RUDRA tool offers the following key features and benefits. 
•
Comprehensive testing support: Enables unit, integration, functional, 
performance, API, and database testing
•
Behavior-Driven Development (BDD): Leverages human-readable 
scenarios to enhance collaboration among stakeholders, developers, 
and testers
•
Hybrid approach: Combines data-driven, keyword-driven, and modular 
testing designs for better reusability, maintainability, and efficiency
•
Platform-, environment-, and tool-agnostic: Compatible with diverse 
platforms, environments, and tools
o
Browser-agnostic, with support for multiple web drivers
•
Seamless tool integrations:
o
Application Lifecycle Management (ALM) tools – Integrates with 
Jira for test case management and traceability
o
Continuous Integration / Continuous Deployment (CI/CD) tools –
Works with Jenkins for automated test execution in continuous 
delivery pipelines
o
Testing tools – Supports Playwright, Selenium, and other 
frameworks for robust web and browser testing
•
Cross-platform automation: Ensures scalable and flexible test execution 
across various platforms and environments
•
Modern testing methodologies: Reduces costs, improves accuracy, and 
accelerates release cycles to deliver high-quality software
Robust Utility for Data-Driven Release Assurance (RUDRA)
RUDRA is designed to overcome the limitations of a generic test 
framework by enhancing flexibility, adaptability, and test coverage.
Internal, 2024–Present
Amida Data Products >
",,"['amida sled overview -feb 24 2025 p34 1.png', 'amida sled overview -feb 24 2025 p34 2.png', 'amida sled overview -feb 24 2025 p34 3.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,35,"State, Local, and 
Education (SLED) 
Pipeline
",,['amida sled overview -feb 24 2025 p35 1.jpeg']
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,36,"36
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Current Procurement: State of North Carolina Automation MSA
In October 2024, Amida submitted a prime proposal in response to the North Carolina Department of Health and Human Services (NCDHHS) 
Division of Health Benefits (DHB) Automated Solutions for Business Processes RFQ.
The objective of this procurement is to create a pool of qualified offerors in support of: (1) modernized business automation consulting and 
solutions design, (2) development and implementation of automation solutions to address manual business processes, and (3) the incorporation of 
business process improvement best practices.
Specifically, the State is looking for qualified vendors to deliver automated solutions that utilize the following technologies to increase operational 
and oversight efficiencies:
•
Artificial Intelligence 
•
Machine Learning
•
Data Mining
•
Robotic Process Automation
•
Automation
Amida established an exclusive teaming agreement with LexisNexis Risk Solutions (LNRS) prior to response submission. Amida and LNRS are two 
core partners who currently deliver work to NCDHHS as part of Amida’s Interoperability and Patient Access Solution prime contract.
Impact: NCDHHS aims to award several prime contracts (estimated between eight to ten) in support of this Master Service Agreement (MSA), 
which will serve as the primary contractual vehicle for the future procurement of automated, modernized IT and software solutions for NCDHHS.
Procurement Status Insight: Amida “remains in the running” for a contract award, as State evaluations continue.
Contract Period of Performance: 36 months (three-year base contract)
Estimated Contract Value: Amida forecasts the total contract value of this procurement to be $100,000,000 over the period of performance.
SLED Pipeline >
",,[]
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,37,"37
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Current Procurement: South Carolina DHHS EPS Phase II
From March 2023 to January 2024, Amida led the South Carolina Department of Health and Human Services in the modernization and 
development of a new Encounter Processing System. Our program support culminated in the successful delivery of a Minimum Testable 
Product at the conclusion of our engagement.
On November 25, 2024, Amida stakeholders met with Gartner to discuss our continued support of SCDHHS’ EPS, with the goal to bring 
the solution into production. Following this discussion, Gartner recommended that if SCDHHS is to bring their EPS MTP to production, 
Amida is the best-positioned vendor to achieve a successful implementation. This recommendation was delivered to SCDHHS leadership.
On February 7, 2025, Amida submitted our response to SCDHHS’ “EPS Phase II” proposal, which is designed to bring the EPS MTP (built 
by Amida) into production. 
Amida’s Response Strategy (Prime)
Amida submitted a Prime response to SCDHHS’ EPS Phase II proposal. In this engagement, we will “pick up where we left off” at the 
conclusion of our Phase I engagement and achieve production implementation at the conclusion of Contract Year 1.
Period of Performance
This contract will consist of one (1) twelve-month Design, Development, and Implementation (DDI) phase, followed by one (1) year of 
Operations and Maintenance (O&M) services. Amida has also proposed the inclusion of a second, optional O&M year – which would 
extend the performance period to thirty-six (36) total months.
Expected Timeframe for Contract Award
SCDHHS expects Amida to begin EPS Phase II service delivery as early as May 1, 2025. The official contract start date will be established 
upon contract award.
Expected Total Contract Value
Amida forecasts this procurement to carry a total contract value of approximately $8,000,000.
SLED Pipeline >
",,[]
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,38,"Customers and 
Partners
",,['amida sled overview -feb 24 2025 p38 1.jpeg']
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,39,"39
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Some of Our Customers (State, Local, and Commercial)
Customers and Partners >
",,"['amida sled overview -feb 24 2025 p39 1.png', 'amida sled overview -feb 24 2025 p39 2.png', 'amida sled overview -feb 24 2025 p39 3.jpeg', 'amida sled overview -feb 24 2025 p39 4.png', 'amida sled overview -feb 24 2025 p39 5.png', 'amida sled overview -feb 24 2025 p39 6.png', 'amida sled overview -feb 24 2025 p39 7.png', 'amida sled overview -feb 24 2025 p39 8.png', 'amida sled overview -feb 24 2025 p39 9.png', 'amida sled overview -feb 24 2025 p39 10.png', 'amida sled overview -feb 24 2025 p39 11.png', 'amida sled overview -feb 24 2025 p39 12.png', 'amida sled overview -feb 24 2025 p39 13.jpeg', 'amida sled overview -feb 24 2025 p39 14.png', 'amida sled overview -feb 24 2025 p39 15.png', 'amida sled overview -feb 24 2025 p39 16.png', 'amida sled overview -feb 24 2025 p39 17.png', 'amida sled overview -feb 24 2025 p39 18.png', 'amida sled overview -feb 24 2025 p39 19.png', 'amida sled overview -feb 24 2025 p39 20.png', 'amida sled overview -feb 24 2025 p39 21.jpeg', 'amida sled overview -feb 24 2025 p39 22.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,40,"40
CONFIDENTIAL AND PROPRIETARY INFORMATION: DO NOT DISTRIBUTE
Our Primary Technology Stack
Customers and Partners >
Kubernetes
Docker
AWS 
Lambda
AWS Step 
Functions
GitHub
Jenkins
Jira
Development Tools
Containers
Serverless
Analytics
Enterprise Service Bus (ESB)
Data Platforms
Data Integration
Data Governance
Python
JavaScript
Cloud
Services
Platforms
Azure
Interoperability 
Tools
Symedical
Synthea
React
SCSS
Redux
React Native 
with Redux
Angular
Front End
DynamoDB
MS SQL
Databases
Redis
MySQL
Languages
Java
Node.js
Spring Boot
Flask
HAPI FHIR
AI/ML
Data Modeling
ER/Studio
PostgreSQL
MongoDB
Google 
Cloud
Amazon 
Web 
Services
Aegis 
Touchstone
Apache Spark
Redshift
C#
.NET
Neo4j
Cosmos DB
Drools
Tailwind CSS
Next.js
OpenShift
Rust
",,"['amida sled overview -feb 24 2025 p40 1.png', 'amida sled overview -feb 24 2025 p40 2.png', 'amida sled overview -feb 24 2025 p40 3.png', 'amida sled overview -feb 24 2025 p40 4.png', 'amida sled overview -feb 24 2025 p40 5.png', 'amida sled overview -feb 24 2025 p40 6.png', 'amida sled overview -feb 24 2025 p40 7.png', 'amida sled overview -feb 24 2025 p40 8.png', 'amida sled overview -feb 24 2025 p40 9.png', 'amida sled overview -feb 24 2025 p40 10.png', 'amida sled overview -feb 24 2025 p40 11.png', 'amida sled overview -feb 24 2025 p40 12.png', 'amida sled overview -feb 24 2025 p40 13.png', 'amida sled overview -feb 24 2025 p40 14.png', 'amida sled overview -feb 24 2025 p40 15.png', 'amida sled overview -feb 24 2025 p40 16.png', 'amida sled overview -feb 24 2025 p40 17.png', 'amida sled overview -feb 24 2025 p40 18.png', 'amida sled overview -feb 24 2025 p40 19.png', 'amida sled overview -feb 24 2025 p40 20.png', 'amida sled overview -feb 24 2025 p40 21.png', 'amida sled overview -feb 24 2025 p40 22.png', 'amida sled overview -feb 24 2025 p40 23.png', 'amida sled overview -feb 24 2025 p40 24.png', 'amida sled overview -feb 24 2025 p40 25.png', 'amida sled overview -feb 24 2025 p40 26.png', 'amida sled overview -feb 24 2025 p40 27.png', 'amida sled overview -feb 24 2025 p40 28.png', 'amida sled overview -feb 24 2025 p40 29.png', 'amida sled overview -feb 24 2025 p40 30.png', 'amida sled overview -feb 24 2025 p40 31.png', 'amida sled overview -feb 24 2025 p40 32.png', 'amida sled overview -feb 24 2025 p40 33.png', 'amida sled overview -feb 24 2025 p40 34.png', 'amida sled overview -feb 24 2025 p40 35.png', 'amida sled overview -feb 24 2025 p40 36.png', 'amida sled overview -feb 24 2025 p40 37.png', 'amida sled overview -feb 24 2025 p40 38.png', 'amida sled overview -feb 24 2025 p40 39.png', 'amida sled overview -feb 24 2025 p40 40.png', 'amida sled overview -feb 24 2025 p40 41.png', 'amida sled overview -feb 24 2025 p40 42.png', 'amida sled overview -feb 24 2025 p40 43.png', 'amida sled overview -feb 24 2025 p40 44.png', 'amida sled overview -feb 24 2025 p40 45.png', 'amida sled overview -feb 24 2025 p40 46.png', 'amida sled overview -feb 24 2025 p40 47.png', 'amida sled overview -feb 24 2025 p40 48.png', 'amida sled overview -feb 24 2025 p40 49.png', 'amida sled overview -feb 24 2025 p40 50.png', 'amida sled overview -feb 24 2025 p40 51.png', 'amida sled overview -feb 24 2025 p40 52.png', 'amida sled overview -feb 24 2025 p40 53.png', 'amida sled overview -feb 24 2025 p40 54.png', 'amida sled overview -feb 24 2025 p40 55.png', 'amida sled overview -feb 24 2025 p40 56.png', 'amida sled overview -feb 24 2025 p40 57.png', 'amida sled overview -feb 24 2025 p40 58.png', 'amida sled overview -feb 24 2025 p40 59.png', 'amida sled overview -feb 24 2025 p40 60.png', 'amida sled overview -feb 24 2025 p40 61.png', 'amida sled overview -feb 24 2025 p40 62.png', 'amida sled overview -feb 24 2025 p40 63.png', 'amida sled overview -feb 24 2025 p40 64.png', 'amida sled overview -feb 24 2025 p40 65.png', 'amida sled overview -feb 24 2025 p40 66.png', 'amida sled overview -feb 24 2025 p40 67.png', 'amida sled overview -feb 24 2025 p40 68.png', 'amida sled overview -feb 24 2025 p40 69.png', 'amida sled overview -feb 24 2025 p40 70.png', 'amida sled overview -feb 24 2025 p40 71.png', 'amida sled overview -feb 24 2025 p40 72.png', 'amida sled overview -feb 24 2025 p40 73.png', 'amida sled overview -feb 24 2025 p40 74.png', 'amida sled overview -feb 24 2025 p40 75.png', 'amida sled overview -feb 24 2025 p40 76.png']"
C:\Users\Shreya B\Documents\Projects\amida sled overview -feb 24 2025.pdf,41,"Thank You
www.amida.com
contact@amida.com            (202) 735-1798
",,"['amida sled overview -feb 24 2025 p41 1.png', 'amida sled overview -feb 24 2025 p41 2.png', 'amida sled overview -feb 24 2025 p41 3.png']"
